area_code,area_name,indicator,period,measure,unit,value
E06000055,Bedford,People on Universal Credit,July 2021,count,persons,16830
E06000055,Bedford,People on Universal Credit as a proportion of residents aged 16-64,July 2021,rate,persons,14.3
E06000055,Bedford,People on Universal Credit,August 2021,count,persons,16762
E06000055,Bedford,People on Universal Credit as a proportion of residents aged 16-64,August 2021,rate,persons,14.3
E06000055,Bedford,People on Universal Credit,September 2021,count,persons,16545
E06000055,Bedford,People on Universal Credit as a proportion of residents aged 16-64,September 2021,rate,persons,14.1
E06000055,Bedford,People on Universal Credit,October 2021,count,persons,16450
E06000055,Bedford,People on Universal Credit as a proportion of residents aged 16-64,October 2021,rate,persons,14
E06000055,Bedford,People on Universal Credit,November 2021,count,persons,16397
E06000055,Bedford,People on Universal Credit as a proportion of residents aged 16-64,November 2021,rate,persons,14
E06000055,Bedford,People on Universal Credit,December 2021,count,persons,16308
E06000055,Bedford,People on Universal Credit as a proportion of residents aged 16-64,December 2021,rate,persons,13.9
E06000055,Bedford,People on Universal Credit,January 2022,count,persons,16145
E06000055,Bedford,People on Universal Credit as a proportion of residents aged 16-64,January 2022,rate,persons,13.7
E06000055,Bedford,People on Universal Credit,February 2022,count,persons,16153
E06000055,Bedford,People on Universal Credit as a proportion of residents aged 16-64,February 2022,rate,persons,13.7
E06000055,Bedford,People on Universal Credit,March 2022,count,persons,15983
E06000055,Bedford,People on Universal Credit as a proportion of residents aged 16-64,March 2022,rate,persons,13.6
E06000055,Bedford,People on Universal Credit,April 2022,count,persons,15971
E06000055,Bedford,People on Universal Credit as a proportion of residents aged 16-64,April 2022,rate,persons,13.6
E06000055,Bedford,People on Universal Credit,May 2022,count,persons,16004
E06000055,Bedford,People on Universal Credit as a proportion of residents aged 16-64,May 2022,rate,persons,13.6
E06000055,Bedford,People on Universal Credit,June 2022,count,persons,15960
E06000055,Bedford,People on Universal Credit as a proportion of residents aged 16-64,June 2022,rate,persons,13.5
E06000055,Bedford,People on Universal Credit,July 2022,count,persons,16084
E06000055,Bedford,People on Universal Credit as a proportion of residents aged 16-64,July 2022,rate,persons,13.6
E06000055,Bedford,People on Universal Credit,August 2022,count,persons,16171
E06000055,Bedford,People on Universal Credit as a proportion of residents aged 16-64,August 2022,rate,persons,13.7
E06000055,Bedford,People on Universal Credit,September 2022,count,persons,16267
E06000055,Bedford,People on Universal Credit as a proportion of residents aged 16-64,September 2022,rate,persons,13.8
E06000055,Bedford,People on Universal Credit,October 2022,count,persons,16490
E06000055,Bedford,People on Universal Credit as a proportion of residents aged 16-64,October 2022,rate,persons,14
E06000055,Bedford,People on Universal Credit,November 2022,count,persons,16534
E06000055,Bedford,People on Universal Credit as a proportion of residents aged 16-64,November 2022,rate,persons,14
E06000055,Bedford,People on Universal Credit,December 2022,count,persons,16615
E06000055,Bedford,People on Universal Credit as a proportion of residents aged 16-64,December 2022,rate,persons,14.1
E06000055,Bedford,People on Universal Credit,January 2023,count,persons,16666
E06000055,Bedford,People on Universal Credit as a proportion of residents aged 16-64,January 2023,rate,persons,14
E06000055,Bedford,People on Universal Credit,February 2023,count,persons,16808
E06000055,Bedford,People on Universal Credit as a proportion of residents aged 16-64,February 2023,rate,persons,14.2
E06000055,Bedford,People on Universal Credit,March 2023,count,persons,16867
E06000055,Bedford,People on Universal Credit as a proportion of residents aged 16-64,March 2023,rate,persons,14.2
E06000055,Bedford,People on Universal Credit,April 2023,count,persons,16978
