area_code,area_name,period,indicator,measure,unit,value
E06000055,Bedford,2010/11,"Household waste sent for reuse, recycling or composting",Percentage,Waste,39.1
E08000002,Bury,2010/11,"Household waste sent for reuse, recycling or composting",Percentage,Waste,24.3
E06000050,Cheshire West and Chester,2010/11,"Household waste sent for reuse, recycling or composting",Percentage,Waste,48.1
E06000015,Derby,2010/11,"Household waste sent for reuse, recycling or composting",Percentage,Waste,47.5
E92000001,England,2010/11,"Household waste sent for reuse, recycling or composting",Percentage,Waste,41.5
E06000006,Halton,2010/11,"Household waste sent for reuse, recycling or composting",Percentage,Waste,38.1
E06000042,Milton Keynes,2010/11,"Household waste sent for reuse, recycling or composting",Percentage,Waste,51.9
E06000031,Peterborough,2010/11,"Household waste sent for reuse, recycling or composting",Percentage,Waste,44.5
E08000029,Solihull,2010/11,"Household waste sent for reuse, recycling or composting",Percentage,Waste,44.4
E06000025,South Gloucestershire,2010/11,"Household waste sent for reuse, recycling or composting",Percentage,Waste,45.1
E08000007,Stockport,2010/11,"Household waste sent for reuse, recycling or composting",Percentage,Waste,49.3
E06000004,Stockton-on-Tees,2010/11,"Household waste sent for reuse, recycling or composting",Percentage,Waste,29.8
E06000030,Swindon,2010/11,"Household waste sent for reuse, recycling or composting",Percentage,Waste,50
E06000020,Telford and Wrekin,2010/11,"Household waste sent for reuse, recycling or composting",Percentage,Waste,43.7
E08000009,Trafford,2010/11,"Household waste sent for reuse, recycling or composting",Percentage,Waste,40.8
E06000007,Warrington,2010/11,"Household waste sent for reuse, recycling or composting",Percentage,Waste,43.3
E06000055,Bedford,2011/12,"Household waste sent for reuse, recycling or composting",Percentage,Waste,38.2
E08000002,Bury,2011/12,"Household waste sent for reuse, recycling or composting",Percentage,Waste,36.3
E06000050,Cheshire West and Chester,2011/12,"Household waste sent for reuse, recycling or composting",Percentage,Waste,49.6
E06000015,Derby,2011/12,"Household waste sent for reuse, recycling or composting",Percentage,Waste,46.4
E92000001,England,2011/12,"Household waste sent for reuse, recycling or composting",Percentage,Waste,43
E06000006,Halton,2011/12,"Household waste sent for reuse, recycling or composting",Percentage,Waste,39.9
E06000042,Milton Keynes,2011/12,"Household waste sent for reuse, recycling or composting",Percentage,Waste,53.8
E06000031,Peterborough,2011/12,"Household waste sent for reuse, recycling or composting",Percentage,Waste,45
E08000029,Solihull,2011/12,"Household waste sent for reuse, recycling or composting",Percentage,Waste,46.1
E06000025,South Gloucestershire,2011/12,"Household waste sent for reuse, recycling or composting",Percentage,Waste,53.1
E08000007,Stockport,2011/12,"Household waste sent for reuse, recycling or composting",Percentage,Waste,62.6
E06000004,Stockton-on-Tees,2011/12,"Household waste sent for reuse, recycling or composting",Percentage,Waste,28.2
E06000030,Swindon,2011/12,"Household waste sent for reuse, recycling or composting",Percentage,Waste,48.2
E06000020,Telford and Wrekin,2011/12,"Household waste sent for reuse, recycling or composting",Percentage,Waste,43.2
E08000009,Trafford,2011/12,"Household waste sent for reuse, recycling or composting",Percentage,Waste,49.2
E06000007,Warrington,2011/12,"Household waste sent for reuse, recycling or composting",Percentage,Waste,43.3
E06000055,Bedford,2012/13,"Household waste sent for reuse, recycling or composting",Percentage,Waste,39.1
E08000002,Bury,2012/13,"Household waste sent for reuse, recycling or composting",Percentage,Waste,43
E06000050,Cheshire West and Chester,2012/13,"Household waste sent for reuse, recycling or composting",Percentage,Waste,56.1
E06000015,Derby,2012/13,"Household waste sent for reuse, recycling or composting",Percentage,Waste,45.4
E92000001,England,2012/13,"Household waste sent for reuse, recycling or composting",Percentage,Waste,43.2
E06000006,Halton,2012/13,"Household waste sent for reuse, recycling or composting",Percentage,Waste,37.4
E06000042,Milton Keynes,2012/13,"Household waste sent for reuse, recycling or composting",Percentage,Waste,53.5
E06000031,Peterborough,2012/13,"Household waste sent for reuse, recycling or composting",Percentage,Waste,48
E08000029,Solihull,2012/13,"Household waste sent for reuse, recycling or composting",Percentage,Waste,43.9
E06000025,South Gloucestershire,2012/13,"Household waste sent for reuse, recycling or composting",Percentage,Waste,51.4
E08000007,Stockport,2012/13,"Household waste sent for reuse, recycling or composting",Percentage,Waste,61
E06000004,Stockton-on-Tees,2012/13,"Household waste sent for reuse, recycling or composting",Percentage,Waste,28.9
E06000030,Swindon,2012/13,"Household waste sent for reuse, recycling or composting",Percentage,Waste,44.3
E06000020,Telford and Wrekin,2012/13,"Household waste sent for reuse, recycling or composting",Percentage,Waste,43.2
E08000009,Trafford,2012/13,"Household waste sent for reuse, recycling or composting",Percentage,Waste,47.9
E06000007,Warrington,2012/13,"Household waste sent for reuse, recycling or composting",Percentage,Waste,42.9
E06000055,Bedford,2013/14,"Household waste sent for reuse, recycling or composting",Percentage,Waste,38.3
E08000002,Bury,2013/14,"Household waste sent for reuse, recycling or composting",Percentage,Waste,43
E06000050,Cheshire West and Chester,2013/14,"Household waste sent for reuse, recycling or composting",Percentage,Waste,57.5
E06000015,Derby,2013/14,"Household waste sent for reuse, recycling or composting",Percentage,Waste,42.7
E92000001,England,2013/14,"Household waste sent for reuse, recycling or composting",Percentage,Waste,43.5
E06000006,Halton,2013/14,"Household waste sent for reuse, recycling or composting",Percentage,Waste,39.8
E06000042,Milton Keynes,2013/14,"Household waste sent for reuse, recycling or composting",Percentage,Waste,52.7
E06000031,Peterborough,2013/14,"Household waste sent for reuse, recycling or composting",Percentage,Waste,50.8
E08000029,Solihull,2013/14,"Household waste sent for reuse, recycling or composting",Percentage,Waste,39.5
E06000025,South Gloucestershire,2013/14,"Household waste sent for reuse, recycling or composting",Percentage,Waste,49
E08000007,Stockport,2013/14,"Household waste sent for reuse, recycling or composting",Percentage,Waste,61.1
E06000004,Stockton-on-Tees,2013/14,"Household waste sent for reuse, recycling or composting",Percentage,Waste,28
E06000030,Swindon,2013/14,"Household waste sent for reuse, recycling or composting",Percentage,Waste,41.8
E06000020,Telford and Wrekin,2013/14,"Household waste sent for reuse, recycling or composting",Percentage,Waste,44.8
E08000009,Trafford,2013/14,"Household waste sent for reuse, recycling or composting",Percentage,Waste,57.5
E06000007,Warrington,2013/14,"Household waste sent for reuse, recycling or composting",Percentage,Waste,49.5
E06000055,Bedford,2014/15,"Household waste sent for reuse, recycling or composting",Percentage,Waste,37.9
E08000002,Bury,2014/15,"Household waste sent for reuse, recycling or composting",Percentage,Waste,46.6
E06000050,Cheshire West and Chester,2014/15,"Household waste sent for reuse, recycling or composting",Percentage,Waste,59.1
E06000015,Derby,2014/15,"Household waste sent for reuse, recycling or composting",Percentage,Waste,32.9
E92000001,England,2014/15,"Household waste sent for reuse, recycling or composting",Percentage,Waste,43.7
E06000006,Halton,2014/15,"Household waste sent for reuse, recycling or composting",Percentage,Waste,46.8
E06000042,Milton Keynes,2014/15,"Household waste sent for reuse, recycling or composting",Percentage,Waste,51.8
E06000031,Peterborough,2014/15,"Household waste sent for reuse, recycling or composting",Percentage,Waste,46.6
E08000029,Solihull,2014/15,"Household waste sent for reuse, recycling or composting",Percentage,Waste,39.8
E06000025,South Gloucestershire,2014/15,"Household waste sent for reuse, recycling or composting",Percentage,Waste,47.5
E08000007,Stockport,2014/15,"Household waste sent for reuse, recycling or composting",Percentage,Waste,60.7
E06000004,Stockton-on-Tees,2014/15,"Household waste sent for reuse, recycling or composting",Percentage,Waste,26.6
E06000030,Swindon,2014/15,"Household waste sent for reuse, recycling or composting",Percentage,Waste,35.8
E06000020,Telford and Wrekin,2014/15,"Household waste sent for reuse, recycling or composting",Percentage,Waste,47.6
E08000009,Trafford,2014/15,"Household waste sent for reuse, recycling or composting",Percentage,Waste,61.9
E06000007,Warrington,2014/15,"Household waste sent for reuse, recycling or composting",Percentage,Waste,50.5
E06000055,Bedford,2015/16,"Household waste sent for reuse, recycling or composting",Percentage,Waste,37.5
E08000002,Bury,2015/16,"Household waste sent for reuse, recycling or composting",Percentage,Waste,49.1
E06000050,Cheshire West and Chester,2015/16,"Household waste sent for reuse, recycling or composting",Percentage,Waste,57.7
E06000015,Derby,2015/16,"Household waste sent for reuse, recycling or composting",Percentage,Waste,32.3
E92000001,England,2015/16,"Household waste sent for reuse, recycling or composting",Percentage,Waste,43
E06000006,Halton,2015/16,"Household waste sent for reuse, recycling or composting",Percentage,Waste,41.4
E06000042,Milton Keynes,2015/16,"Household waste sent for reuse, recycling or composting",Percentage,Waste,49
E06000031,Peterborough,2015/16,"Household waste sent for reuse, recycling or composting",Percentage,Waste,44
E08000029,Solihull,2015/16,"Household waste sent for reuse, recycling or composting",Percentage,Waste,42.8
E06000025,South Gloucestershire,2015/16,"Household waste sent for reuse, recycling or composting",Percentage,Waste,47.7
E08000007,Stockport,2015/16,"Household waste sent for reuse, recycling or composting",Percentage,Waste,59.4
E06000004,Stockton-on-Tees,2015/16,"Household waste sent for reuse, recycling or composting",Percentage,Waste,25.7
E06000030,Swindon,2015/16,"Household waste sent for reuse, recycling or composting",Percentage,Waste,37.1
E06000020,Telford and Wrekin,2015/16,"Household waste sent for reuse, recycling or composting",Percentage,Waste,48
E08000009,Trafford,2015/16,"Household waste sent for reuse, recycling or composting",Percentage,Waste,60.4
E06000007,Warrington,2015/16,"Household waste sent for reuse, recycling or composting",Percentage,Waste,52.7
E06000055,Bedford,2016/17,"Household waste sent for reuse, recycling or composting",Percentage,Waste,40.7
E08000002,Bury,2016/17,"Household waste sent for reuse, recycling or composting",Percentage,Waste,52.7
E06000050,Cheshire West and Chester,2016/17,"Household waste sent for reuse, recycling or composting",Percentage,Waste,58
E06000015,Derby,2016/17,"Household waste sent for reuse, recycling or composting",Percentage,Waste,35.3
E92000001,England,2016/17,"Household waste sent for reuse, recycling or composting",Percentage,Waste,43.7
E06000006,Halton,2016/17,"Household waste sent for reuse, recycling or composting",Percentage,Waste,43.6
E06000042,Milton Keynes,2016/17,"Household waste sent for reuse, recycling or composting",Percentage,Waste,50.6
E06000031,Peterborough,2016/17,"Household waste sent for reuse, recycling or composting",Percentage,Waste,41.9
E08000029,Solihull,2016/17,"Household waste sent for reuse, recycling or composting",Percentage,Waste,42.4
E06000025,South Gloucestershire,2016/17,"Household waste sent for reuse, recycling or composting",Percentage,Waste,49.2
E08000007,Stockport,2016/17,"Household waste sent for reuse, recycling or composting",Percentage,Waste,59
E06000004,Stockton-on-Tees,2016/17,"Household waste sent for reuse, recycling or composting",Percentage,Waste,25.8
E06000030,Swindon,2016/17,"Household waste sent for reuse, recycling or composting",Percentage,Waste,38.4
E06000020,Telford and Wrekin,2016/17,"Household waste sent for reuse, recycling or composting",Percentage,Waste,45.8
E08000009,Trafford,2016/17,"Household waste sent for reuse, recycling or composting",Percentage,Waste,61.3
E06000007,Warrington,2016/17,"Household waste sent for reuse, recycling or composting",Percentage,Waste,54.3
E06000055,Bedford,2017/18,"Household waste sent for reuse, recycling or composting",Percentage,Waste,44.5
E08000002,Bury,2017/18,"Household waste sent for reuse, recycling or composting",Percentage,Waste,51.7
E06000050,Cheshire West and Chester,2017/18,"Household waste sent for reuse, recycling or composting",Percentage,Waste,58.3
E06000015,Derby,2017/18,"Household waste sent for reuse, recycling or composting",Percentage,Waste,36.3
E92000001,England,2017/18,"Household waste sent for reuse, recycling or composting",Percentage,Waste,43.2
E06000006,Halton,2017/18,"Household waste sent for reuse, recycling or composting",Percentage,Waste,43.5
E06000042,Milton Keynes,2017/18,"Household waste sent for reuse, recycling or composting",Percentage,Waste,51.7
E06000031,Peterborough,2017/18,"Household waste sent for reuse, recycling or composting",Percentage,Waste,43.3
E08000029,Solihull,2017/18,"Household waste sent for reuse, recycling or composting",Percentage,Waste,40.6
E06000025,South Gloucestershire,2017/18,"Household waste sent for reuse, recycling or composting",Percentage,Waste,51.6
E08000007,Stockport,2017/18,"Household waste sent for reuse, recycling or composting",Percentage,Waste,57.5
E06000004,Stockton-on-Tees,2017/18,"Household waste sent for reuse, recycling or composting",Percentage,Waste,24.9
E06000030,Swindon,2017/18,"Household waste sent for reuse, recycling or composting",Percentage,Waste,39.3
E06000020,Telford and Wrekin,2017/18,"Household waste sent for reuse, recycling or composting",Percentage,Waste,43.2
E08000009,Trafford,2017/18,"Household waste sent for reuse, recycling or composting",Percentage,Waste,58.5
E06000007,Warrington,2017/18,"Household waste sent for reuse, recycling or composting",Percentage,Waste,42.8
E06000055,Bedford,2018/19,"Household waste sent for reuse, recycling or composting",Percentage,Waste,42.9
E08000002,Bury,2018/19,"Household waste sent for reuse, recycling or composting",Percentage,Waste,52
E06000050,Cheshire West and Chester,2018/19,"Household waste sent for reuse, recycling or composting",Percentage,Waste,59
E06000015,Derby,2018/19,"Household waste sent for reuse, recycling or composting",Percentage,Waste,38.8
E92000001,England,2018/19,"Household waste sent for reuse, recycling or composting",Percentage,Waste,43.5
E06000006,Halton,2018/19,"Household waste sent for reuse, recycling or composting",Percentage,Waste,38.9
E06000042,Milton Keynes,2018/19,"Household waste sent for reuse, recycling or composting",Percentage,Waste,59.1
E06000031,Peterborough,2018/19,"Household waste sent for reuse, recycling or composting",Percentage,Waste,43.1
E08000029,Solihull,2018/19,"Household waste sent for reuse, recycling or composting",Percentage,Waste,37.8
E06000025,South Gloucestershire,2018/19,"Household waste sent for reuse, recycling or composting",Percentage,Waste,57.8
E08000007,Stockport,2018/19,"Household waste sent for reuse, recycling or composting",Percentage,Waste,58.3
E06000004,Stockton-on-Tees,2018/19,"Household waste sent for reuse, recycling or composting",Percentage,Waste,26.4
E06000030,Swindon,2018/19,"Household waste sent for reuse, recycling or composting",Percentage,Waste,42.1
E06000020,Telford and Wrekin,2018/19,"Household waste sent for reuse, recycling or composting",Percentage,Waste,44.8
E08000009,Trafford,2018/19,"Household waste sent for reuse, recycling or composting",Percentage,Waste,57.3
E06000007,Warrington,2018/19,"Household waste sent for reuse, recycling or composting",Percentage,Waste,44.2
E06000055,Bedford,2019/20,"Household waste sent for reuse, recycling or composting",Percentage,Waste,42.7
E08000002,Bury,2019/20,"Household waste sent for reuse, recycling or composting",Percentage,Waste,51.6
E06000050,Cheshire West and Chester,2019/20,"Household waste sent for reuse, recycling or composting",Percentage,Waste,56.4
E06000015,Derby,2019/20,"Household waste sent for reuse, recycling or composting",Percentage,Waste,42.1
E92000001,England,2019/20,"Household waste sent for reuse, recycling or composting",Percentage,Waste,43.8
E06000006,Halton,2019/20,"Household waste sent for reuse, recycling or composting",Percentage,Waste,37.5
E06000042,Milton Keynes,2019/20,"Household waste sent for reuse, recycling or composting",Percentage,Waste,56.3
E06000031,Peterborough,2019/20,"Household waste sent for reuse, recycling or composting",Percentage,Waste,43.3
E08000029,Solihull,2019/20,"Household waste sent for reuse, recycling or composting",Percentage,Waste,36.7
E06000025,South Gloucestershire,2019/20,"Household waste sent for reuse, recycling or composting",Percentage,Waste,59.1
E08000007,Stockport,2019/20,"Household waste sent for reuse, recycling or composting",Percentage,Waste,58.5
E06000004,Stockton-on-Tees,2019/20,"Household waste sent for reuse, recycling or composting",Percentage,Waste,26.5
E06000030,Swindon,2019/20,"Household waste sent for reuse, recycling or composting",Percentage,Waste,42.8
E06000020,Telford and Wrekin,2019/20,"Household waste sent for reuse, recycling or composting",Percentage,Waste,47
E08000009,Trafford,2019/20,"Household waste sent for reuse, recycling or composting",Percentage,Waste,56.9
E06000007,Warrington,2019/20,"Household waste sent for reuse, recycling or composting",Percentage,Waste,47.5
E06000055,Bedford,2020/21,"Household waste sent for reuse, recycling or composting",Percentage,Waste,40
E08000002,Bury,2020/21,"Household waste sent for reuse, recycling or composting",Percentage,Waste,50.5
E06000050,Cheshire West and Chester,2020/21,"Household waste sent for reuse, recycling or composting",Percentage,Waste,54.5
E06000015,Derby,2020/21,"Household waste sent for reuse, recycling or composting",Percentage,Waste,36.7
E92000001,England,2020/21,"Household waste sent for reuse, recycling or composting",Percentage,Waste,42.3
E06000006,Halton,2020/21,"Household waste sent for reuse, recycling or composting",Percentage,Waste,39.3
E06000042,Milton Keynes,2020/21,"Household waste sent for reuse, recycling or composting",Percentage,Waste,53.8
E06000031,Peterborough,2020/21,"Household waste sent for reuse, recycling or composting",Percentage,Waste,40.9
E08000029,Solihull,2020/21,"Household waste sent for reuse, recycling or composting",Percentage,Waste,37.7
E06000025,South Gloucestershire,2020/21,"Household waste sent for reuse, recycling or composting",Percentage,Waste,58.5
E08000007,Stockport,2020/21,"Household waste sent for reuse, recycling or composting",Percentage,Waste,55
E06000004,Stockton-on-Tees,2020/21,"Household waste sent for reuse, recycling or composting",Percentage,Waste,24.3
E06000030,Swindon,2020/21,"Household waste sent for reuse, recycling or composting",Percentage,Waste,39.6
E06000020,Telford and Wrekin,2020/21,"Household waste sent for reuse, recycling or composting",Percentage,Waste,48.2
E08000009,Trafford,2020/21,"Household waste sent for reuse, recycling or composting",Percentage,Waste,53.3
E06000007,Warrington,2020/21,"Household waste sent for reuse, recycling or composting",Percentage,Waste,44.4
E06000055,Bedford,2021/22,"Household waste sent for reuse, recycling or composting",Percentage,Waste,37
E08000002,Bury,2021/22,"Household waste sent for reuse, recycling or composting",Percentage,Waste,53.8
E06000050,Cheshire West and Chester,2021/22,"Household waste sent for reuse, recycling or composting",Percentage,Waste,57.6
E06000015,Derby,2021/22,"Household waste sent for reuse, recycling or composting",Percentage,Waste,37.3
E92000001,England,2021/22,"Household waste sent for reuse, recycling or composting",Percentage,Waste,42.5
E06000006,Halton,2021/22,"Household waste sent for reuse, recycling or composting",Percentage,Waste,36.9
E06000042,Milton Keynes,2021/22,"Household waste sent for reuse, recycling or composting",Percentage,Waste,51.9
E06000061,North Northamptonshire,2021/22,"Household waste sent for reuse, recycling or composting",Percentage,Waste,45.4
E06000031,Peterborough,2021/22,"Household waste sent for reuse, recycling or composting",Percentage,Waste,38.9
E08000029,Solihull,2021/22,"Household waste sent for reuse, recycling or composting",Percentage,Waste,35.2
E06000025,South Gloucestershire,2021/22,"Household waste sent for reuse, recycling or composting",Percentage,Waste,59.9
E08000007,Stockport,2021/22,"Household waste sent for reuse, recycling or composting",Percentage,Waste,60.3
E06000004,Stockton-on-Tees,2021/22,"Household waste sent for reuse, recycling or composting",Percentage,Waste,25.7
E06000030,Swindon,2021/22,"Household waste sent for reuse, recycling or composting",Percentage,Waste,36.5
E06000020,Telford and Wrekin,2021/22,"Household waste sent for reuse, recycling or composting",Percentage,Waste,49.1
E08000009,Trafford,2021/22,"Household waste sent for reuse, recycling or composting",Percentage,Waste,58.8
E06000007,Warrington,2021/22,"Household waste sent for reuse, recycling or composting",Percentage,Waste,42.1
E06000055,Bedford,2022/23,"Household waste sent for reuse, recycling or composting",Percentage,Waste,35.7
E08000002,Bury,2022/23,"Household waste sent for reuse, recycling or composting",Percentage,Waste,52.6
E06000050,Cheshire West and Chester,2022/23,"Household waste sent for reuse, recycling or composting",Percentage,Waste,56.4
E06000015,Derby,2022/23,"Household waste sent for reuse, recycling or composting",Percentage,Waste,38.4
E92000001,England,2022/23,"Household waste sent for reuse, recycling or composting",Percentage,Waste,41.7
E06000006,Halton,2022/23,"Household waste sent for reuse, recycling or composting",Percentage,Waste,35.4
E06000042,Milton Keynes,2022/23,"Household waste sent for reuse, recycling or composting",Percentage,Waste,48.1
E06000061,North Northamptonshire,2022/23,"Household waste sent for reuse, recycling or composting",Percentage,Waste,42
E06000031,Peterborough,2022/23,"Household waste sent for reuse, recycling or composting",Percentage,Waste,40.1
E08000029,Solihull,2022/23,"Household waste sent for reuse, recycling or composting",Percentage,Waste,41.5
E06000025,South Gloucestershire,2022/23,"Household waste sent for reuse, recycling or composting",Percentage,Waste,58.6
E08000007,Stockport,2022/23,"Household waste sent for reuse, recycling or composting",Percentage,Waste,59.3
E06000004,Stockton-on-Tees,2022/23,"Household waste sent for reuse, recycling or composting",Percentage,Waste,25.2
E06000030,Swindon,2022/23,"Household waste sent for reuse, recycling or composting",Percentage,Waste,33.3
E06000020,Telford and Wrekin,2022/23,"Household waste sent for reuse, recycling or composting",Percentage,Waste,48.2
E08000009,Trafford,2022/23,"Household waste sent for reuse, recycling or composting",Percentage,Waste,58.4
E06000007,Warrington,2022/23,"Household waste sent for reuse, recycling or composting",Percentage,Waste,44.2
E06000055,Bedford,2014/15,"Household waste sent for reuse, recycling or composting",Frequency,Tonnes,28341
E08000002,Bury,2014/15,"Household waste sent for reuse, recycling or composting",Frequency,Tonnes,30479
E06000050,Cheshire West and Chester,2014/15,"Household waste sent for reuse, recycling or composting",Frequency,Tonnes,94926
E06000015,Derby,2014/15,"Household waste sent for reuse, recycling or composting",Frequency,Tonnes,33322
E06000006,Halton,2014/15,"Household waste sent for reuse, recycling or composting",Frequency,Tonnes,26516
E06000042,Milton Keynes,2014/15,"Household waste sent for reuse, recycling or composting",Frequency,Tonnes,61907
E06000031,Peterborough,2014/15,"Household waste sent for reuse, recycling or composting",Frequency,Tonnes,38495
E08000029,Solihull,2014/15,"Household waste sent for reuse, recycling or composting",Frequency,Tonnes,36638
E06000025,South Gloucestershire,2014/15,"Household waste sent for reuse, recycling or composting",Frequency,Tonnes,56982
E08000007,Stockport,2014/15,"Household waste sent for reuse, recycling or composting",Frequency,Tonnes,62035
